path	cell	dataType	antibody	view	replicate	type	lab
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqKidneyAdult8wksTranscriptDeNovo.gtf.gz	Kidney	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqKidneyAdult8wksTranscriptEnsV65IAcuff.gtf.gz	Kidney	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksAlnRep1.bam	LgIntestine	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksAlnRep1V2.bam	LgIntestine	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksAlnRep2.bam	LgIntestine	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksAlnRep2V2.bam	LgIntestine	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksExonsDeNovo.gtf.gz	LgIntestine	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksExonsEnsV65IAcuff.gtf.gz	LgIntestine	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksGeneDeNovo.gtf.gz	LgIntestine	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksGeneEnsV65IAcuff.gtf.gz	LgIntestine	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksMinusRawRep1.bigWig	LgIntestine	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksMinusRawRep2.bigWig	LgIntestine	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksPlusRawRep1.bigWig	LgIntestine	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksPlusRawRep2.bigWig	LgIntestine	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksSpikeinsRep1.spikeins.CL.bam.gz	LgIntestine	RnaSeq		Spikeins	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksSpikeinsRep2.spikeins.CL.bam.gz	LgIntestine	RnaSeq		Spikeins	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksTranscriptDeNovo.gtf.gz	LgIntestine	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLgintAdult8wksTranscriptEnsV65IAcuff.gtf.gz	LgIntestine	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfAlnRep1.bam	Limb	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfAlnRep2.bam	Limb	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfExonsDeNovo.gtf.gz	Limb	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfExonsEnsV65IAcuff.gtf.gz	Limb	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfGeneDeNovo.gtf.gz	Limb	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfGeneEnsV65IAcuff.gtf.gz	Limb	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfMinusRawRep1.bigWig	Limb	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfMinusRawRep2.bigWig	Limb	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfPlusRawRep1.bigWig	Limb	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfPlusRawRep2.bigWig	Limb	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfTranscriptDeNovo.gtf.gz	Limb	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLimbE14halfTranscriptEnsV65IAcuff.gtf.gz	Limb	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksAlnRep1.bam	Liver	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksAlnRep1V2.bam	Liver	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksAlnRep2.bam	Liver	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksAlnRep2V2.bam	Liver	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksExonsDeNovo.gtf.gz	Liver	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksExonsEnsV65IAcuff.gtf.gz	Liver	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksGeneDeNovo.gtf.gz	Liver	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksGeneEnsV65IAcuff.gtf.gz	Liver	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksMinusRawRep1.bigWig	Liver	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksMinusRawRep2.bigWig	Liver	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksPlusRawRep1.bigWig	Liver	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksPlusRawRep2.bigWig	Liver	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksSpikeinsRep1.spikeins.CL.bam.gz	Liver	RnaSeq		Spikeins	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksSpikeinsRep2.spikeins.CL.bam.gz	Liver	RnaSeq		Spikeins	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksTranscriptDeNovo.gtf.gz	Liver	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverAdult8wksTranscriptEnsV65IAcuff.gtf.gz	Liver	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14AlnRep1.bam	Liver	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14AlnRep2.bam	Liver	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14ExonsDeNovo.gtf.gz	Liver	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14ExonsEnsV65IAcuff.gtf.gz	Liver	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14GeneDeNovo.gtf.gz	Liver	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14GeneEnsV65IAcuff.gtf.gz	Liver	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14MinusRawRep1.bigWig	Liver	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14MinusRawRep2.bigWig	Liver	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14PlusRawRep1.bigWig	Liver	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14PlusRawRep2.bigWig	Liver	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14TranscriptDeNovo.gtf.gz	Liver	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14TranscriptEnsV65IAcuff.gtf.gz	Liver	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfAlnRep1.bam	Liver	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfAlnRep2.bam	Liver	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfExonsDeNovo.gtf.gz	Liver	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfExonsEnsV65IAcuff.gtf.gz	Liver	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfGeneDeNovo.gtf.gz	Liver	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfGeneEnsV65IAcuff.gtf.gz	Liver	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfMinusRawRep1.bigWig	Liver	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfMinusRawRep2.bigWig	Liver	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfPlusRawRep1.bigWig	Liver	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfPlusRawRep2.bigWig	Liver	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfTranscriptDeNovo.gtf.gz	Liver	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE14halfTranscriptEnsV65IAcuff.gtf.gz	Liver	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18AlnRep1.bam	Liver	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18AlnRep2.bam	Liver	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18ExonsDeNovo.gtf.gz	Liver	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18ExonsEnsV65IAcuff.gtf.gz	Liver	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18GeneDeNovo.gtf.gz	Liver	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18GeneEnsV65IAcuff.gtf.gz	Liver	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18MinusRawRep1.bigWig	Liver	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18MinusRawRep2.bigWig	Liver	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18PlusRawRep1.bigWig	Liver	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18PlusRawRep2.bigWig	Liver	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18TranscriptDeNovo.gtf.gz	Liver	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLiverE18TranscriptEnsV65IAcuff.gtf.gz	Liver	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksAlnRep1.bam	Lung	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksAlnRep1V2.bam	Lung	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksAlnRep2.bam	Lung	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksAlnRep2V2.bam	Lung	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksExonsDeNovo.gtf.gz	Lung	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksExonsEnsV65IAcuff.gtf.gz	Lung	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksGeneDeNovo.gtf.gz	Lung	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksGeneEnsV65IAcuff.gtf.gz	Lung	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksMinusRawRep1.bigWig	Lung	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksMinusRawRep2.bigWig	Lung	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksPlusRawRep1.bigWig	Lung	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksPlusRawRep2.bigWig	Lung	RnaSeq		PlusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksSpikeinsRep1.spikeins.CL.bam.gz	Lung	RnaSeq		Spikeins	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksSpikeinsRep2.spikeins.CL.bam.gz	Lung	RnaSeq		Spikeins	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksTranscriptDeNovo.gtf.gz	Lung	RnaSeq		TranscriptDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqLungAdult8wksTranscriptEnsV65IAcuff.gtf.gz	Lung	RnaSeq		TranscriptEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksAlnRep1.bam	MammaryGland	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksAlnRep1V2.bam	MammaryGland	RnaSeq		Alignments	1	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksAlnRep2.bam	MammaryGland	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksAlnRep2V2.bam	MammaryGland	RnaSeq		Alignments	2	bam	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksExonsDeNovo.gtf.gz	MammaryGland	RnaSeq		ExonsDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksExonsEnsV65IAcuff.gtf.gz	MammaryGland	RnaSeq		ExonsEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksGeneDeNovo.gtf.gz	MammaryGland	RnaSeq		GeneDeNovo		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksGeneEnsV65IAcuff.gtf.gz	MammaryGland	RnaSeq		GeneEnsV65IAcuff		gtf	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksMinusRawRep1.bigWig	MammaryGland	RnaSeq		MinusRawSignal	1	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksMinusRawRep2.bigWig	MammaryGland	RnaSeq		MinusRawSignal	2	bigWig	CSHL-m
http://hgdownload.cse.ucsc.edu/goldenPath/mm9/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqMamgAdult8wksPlusRawRep1.bigWig	MammaryGland	RnaSeq		PlusRawSignal	1	bigWig	CSHL-m
