path	cell	dataType	antibody	view	replicate	type	lab
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksMedullo.narrowPeak.gz	Medullo	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksMelano.narrowPeak.gz	Melano	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksMyometr.narrowPeak.gz	Myometr	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksNhekV2.narrowPeak.gz	NHEK	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksPanislets.narrowPeak.gz	PanIslets	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeDukeDNaseSeqPeaksProgfib.narrowPeak.gz	ProgFib	DnaseSeq		Peaks		narrowPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksGm12878V3.narrowPeak.gz	GM12878	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksGm18507.narrowPeak.gz	GM18507	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksGm19239.narrowPeak.gz	GM19239	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksH1hescV2.narrowPeak.gz	H1-hESC	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksHelas3Ifna4h.narrowPeak.gz	HeLa-S3	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksHelas3Ifng4h.narrowPeak.gz	HeLa-S3	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksHelas3V3.narrowPeak.gz	HeLa-S3	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksHepg2V3.narrowPeak.gz	HepG2	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksHuvecV2.narrowPeak.gz	HUVEC	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksK562V3.narrowPeak.gz	K562	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksLhsr.narrowPeak.gz	LHSR	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksLhsrAndro.narrowPeak.gz	LHSR	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksNhbe.narrowPeak.gz	NHBE	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksNhekV2.narrowPeak.gz	NHEK	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqPeaksPanislets.narrowPeak.gz	PanIslets	FaireSeq		Peaks		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaGm12878.narrowPeak.gz	GM12878	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaH1hesc.narrowPeak.gz	H1-hESC	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaHelas3.narrowPeak.gz	HeLa-S3	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaHepg2.narrowPeak.gz	HepG2	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaHuvec.narrowPeak.gz	HUVEC	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaK562.narrowPeak.gz	K562	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUncFAIREseqZinbaNhek.narrowPeak.gz	NHEK	FaireSeq		peaksZinba		narrowPeak	UNC
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm12878CmycV2.narrowPeak.gz	GM12878	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm12878CtcfV3.narrowPeak.gz	GM12878	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm12878Pol2.narrowPeak.gz	GM12878	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm12891CtcfV2.narrowPeak.gz	GM12891	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm12892CtcfV2.narrowPeak.gz	GM12892	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm19238CtcfV2.narrowPeak.gz	GM19238	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm19239CtcfV2.narrowPeak.gz	GM19239	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksGm19240CtcfV2.narrowPeak.gz	GM19240	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksH1hescCmyc.narrowPeak.gz	H1-hESC	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksH1hescCtcfV2.narrowPeak.gz	H1-hESC	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksH1hescPol2V2.narrowPeak.gz	H1-hESC	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHelas3CmycV3.narrowPeak.gz	HeLa-S3	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHelas3CtcfV3.narrowPeak.gz	HeLa-S3	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHelas3Pol2.narrowPeak.gz	HeLa-S3	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHepg2CmycV3.narrowPeak.gz	HepG2	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHepg2CtcfV3.narrowPeak.gz	HepG2	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHepg2Pol2V2.narrowPeak.gz	HepG2	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHuvecCmycV2.narrowPeak.gz	HUVEC	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHuvecCtcfV2.narrowPeak.gz	HUVEC	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksHuvecPol2V2.narrowPeak.gz	HUVEC	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksK562CmycV3.narrowPeak.gz	K562	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksK562CtcfV3.narrowPeak.gz	K562	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksK562Pol2V2.narrowPeak.gz	K562	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksMcf7Cmyc.narrowPeak.gz	MCF-7	ChipSeq	c-Myc	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksMcf7Ctcf.narrowPeak.gz	MCF-7	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksNhekCtcfV2.narrowPeak.gz	NHEK	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksProgfibCtcf.narrowPeak.gz	ProgFib	ChipSeq	CTCF	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeChromatinMap/wgEncodeUtaChIPseqPeaksProgfibPol2.narrowPeak.gz	ProgFib	ChipSeq	Pol2	Peaks		narrowPeak	UT-A
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqAlignmentsRep1Gm12878CellTotal.bb	GM12878	RnaSeq		Alignments	1	bb	CSHL
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqAlignmentsRep1K562CellTotal.bb	K562	RnaSeq		Alignments	1	bb	CSHL
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqAlignmentsRep1K562CytosolLongpolyaV2.bb	K562	RnaSeq		Alignments	1	bb	CSHL
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqAlignmentsRep2Gm12878CellTotal.bb	GM12878	RnaSeq		Alignments	2	bb	CSHL
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqAlignmentsRep2K562CellTotal.bb	K562	RnaSeq		Alignments	2	bb	CSHL
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsGm12878CellShort.broadPeak.gz	GM12878	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsGm12878CytosolShort.broadPeak.gz	GM12878	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsGm12878NucleusShort.broadPeak.gz	GM12878	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562CellShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562ChromatinShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562CytosolShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562NucleolusShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562NucleoplasmShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562NucleusShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsK562PolysomeShort.broadPeak.gz	K562	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeCshlShortRnaSeq/wgEncodeCshlShortRnaSeqTransfragsProstateCellShort.broadPeak.gz	prostate	ShortRnaSeq		Transfrags		broadPeak	Cshl
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Astrocy.broadPeak.gz	Astrocy	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Chorion.broadPeak.gz	Chorion	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Fibrobl.broadPeak.gz	Fibrobl	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gliobla.broadPeak.gz	Gliobla	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm12878.broadPeak.gz	GM12878	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm12891.broadPeak.gz	GM12891	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm12892.broadPeak.gz	GM12892	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm18507.broadPeak.gz	GM18507	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm19238.broadPeak.gz	GM19238	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm19239.broadPeak.gz	GM19239	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Gm19240.broadPeak.gz	GM19240	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Helas3.broadPeak.gz	HeLa-S3	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Helas3Ifna4h.broadPeak.gz	HeLa-S3	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Helas3Ifng4h.broadPeak.gz	HeLa-S3	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Hepg2.broadPeak.gz	HepG2	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Hmec.broadPeak.gz	HMEC	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Huvec.broadPeak.gz	HUVEC	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Lncap.broadPeak.gz	LNCaP	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1LncapAndro.broadPeak.gz	LNCaP	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Mcf7.broadPeak.gz	MCF-7	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Mcf7Estro.broadPeak.gz	MCF-7	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Mcf7Vehicle.broadPeak.gz	MCF-7	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Medullo.broadPeak.gz	Medullo	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Nhek.broadPeak.gz	NHEK	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Osteobl.broadPeak.gz	Osteobl	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep1Progfib.broadPeak.gz	ProgFib	AffyExonArray			1	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Astrocy.broadPeak.gz	Astrocy	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Fibrobl.broadPeak.gz	Fibrobl	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gliobla.broadPeak.gz	Gliobla	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm12878.broadPeak.gz	GM12878	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm12891.broadPeak.gz	GM12891	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm12892.broadPeak.gz	GM12892	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm18507.broadPeak.gz	GM18507	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm19238.broadPeak.gz	GM19238	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm19239.broadPeak.gz	GM19239	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Gm19240.broadPeak.gz	GM19240	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Helas3.broadPeak.gz	HeLa-S3	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Helas3Ifna4h.broadPeak.gz	HeLa-S3	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Helas3Ifng4h.broadPeak.gz	HeLa-S3	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Hepg2.broadPeak.gz	HepG2	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Hmec.broadPeak.gz	HMEC	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Huvec.broadPeak.gz	HUVEC	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Lncap.broadPeak.gz	LNCaP	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2LncapAndro.broadPeak.gz	LNCaP	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Mcf7Estro.broadPeak.gz	MCF-7	AffyExonArray			2	broadPeak	Duke
